gene	P(rec)	rank	class		
ARHGAP25	0.120154021	7608	NA		
ARHGAP26	0.361350803	1568	NA		
ARHGAP27	0.095169076	11874	NA		
ARHGAP28	0.113297565	8440	NA		
ARHGAP29	0.088726015	12664	NA		
ARHGAP4	0.233381078	2883	NA		
ARHGAP5	0.164019499	4681	NA		
ARHGAP6	0.139795089	5974	NA		
ARHGAP8	0.139311453	5999.5	NA		
ARHGAP9	0.212982736	3283	NA		
ARHGDIB	0.156997176	4972	NA		
ARHGDIG	0.122389678	7364	NA		
ARHGEF1	0.150304526	5316	NA		
ARHGEF10L	0.107101374	9855	NA		
ARHGEF11	0.150727079	5303	NA		
ARHGEF15	0.101023668	10981	NA		
ARHGEF16	0.141207864	5879	NA		
ARHGEF17	0.104009617	10473	NA		
ARHGEF18	0.104429858	10399	NA		
ARHGEF2	0.11124075	8948	NA		
ARHGEF3	0.123784616	7242	NA		
ARHGEF5	0.09335474	12123	NA		
ARHGEF6	0.266016113	2418	recessive		
ARHGEF7	0.624095527	565	NA		
ARHGEF9	0.114832044	8253	NA		
ARID1A	0.150822106	5301	NA		
ARID1B	0.126455109	6974	NA		
ARID2	0.102417865	10767	NA		
ARID3A	0.111282142	8938	NA		
ARID3B	0.106446683	9997	NA		
ARID3C	0.081042347	13330	NA		
ARID4A	0.210871117	3323	NA		
ARID4B	0.259209037	2500	NA		
ARID5A	0.097114618	11592	NA		
ARID5B	0.113608228	8406	NA		
ARIH2	0.081791771	13270	NA		
ARL1	0.284878758	2175	NA		
ARL11	0.09957819	11231	NA		
ARL13B	0.099561366	11237	NA		
ARL14	0.089805501	12548	NA		
ARL15	0.105100386	10247	NA		
ARL2BP	0.068231686	13848	NA		
ARL3	0.142569822	5761	NA		
ARL4A	0.107033305	9870	NA		
ARL4C	0.129100175	6762	NA		
ARL4D	0.129717038	6696	NA		
ARL5A	0.123788961	7209	NA		
ARL5B	0.123788961	7209	NA		
ARL6	0.208154449	3375	recessive		
ARL6IP1	0.107722575	9711	NA		
ARL6IP5	0.115769453	8145	NA		
ARL6IP6	0.095095631	11888	NA		
ARL8A	0.075678317	13599	NA		
ARL8B	0.155881126	5035.5	NA		
ARL9	0.085659262	12953	NA		
ARMC1	0.123788961	7209	NA		
ARMC10	0.106437926	9999	NA		
ARMC2	0.083441698	13136	NA		
ARMC3	0.098586399	11375	NA		
ARMC4	0.090886174	12420	NA		
ARMC6	0.102026899	10827	NA		
ARMC7	0.106610728	9956	NA		
ARMC8	0.112629347	8624	NA		
ARMC9	0.243087459	2717	NA		
ARMCX1	0.104177542	10447	NA		
ARMCX2	0.098258564	11418	NA		
ARMCX3	0.106874723	9903	NA		
ARMET	0.134840864	6300	NA		
ARMETL1	0.125714259	7031	NA		
ARNT	0.228628066	2990	NA		
ARNT2	0.185815593	3970	NA		
ARNTL	0.394663747	1364	NA		
ARNTL2	0.096514933	11672	NA		
ARPC1A	0.103811134	10511	NA		
ARPC1B	0.128971986	6773	NA		
ARPC2	0.178212948	4182.5	NA		
ARPC3	0.176055004	4258	NA		
ARPC4	0.098900328	11334.5	NA		
ARPC5L	0.170502808	4452	NA		
ARR3	0.192459562	3779	NA		
ARRB1	0.174519797	4313	NA		
ARRB2	0.579423938	683	NA		
ARRDC3	0.138814035	6032	NA		
ARRDC4	0.109758748	9271	NA		
ARSA	0.697689374	410	recessive		
ARSB	0.256368965	2539	recessive		
ARSD	0.143720761	5709	NA		
ARSE	0.097808573	11492	recessive		
ARSF	0.12262998	7334	NA		
ARSG	0.126021624	7009	NA		
ARSI	0.158050515	4930	NA		
ARSJ	0.109967892	9222	NA		
ART1	0.181626719	4080	NA		
ART3	0.110979566	9013	NA		
ART4	0.20381309	3478	NA		
ART5	0.137172592	6129	NA		
ARTN	0.180289789	4117	NA		
ARVCF	0.127716571	6873	NA		
ARX	0.146627218	5545	recessive		
AS3MT	0.126255768	6990	NA		
ASAH1	0.289034492	2125	recessive		
ASAH2	0.128950566	6776.5	NA		
ASAH2C	0.128950566	6776.5	NA		
ASAP1	0.176565515	4244	NA		
ASAP2	0.111770808	8833	NA		
ASB1	0.109905135	9236	NA		
ASB10	0.096996467	11610	NA		
ASB11	0.103115656	10636	NA		
ASB12	0.105911404	10095	NA		
ASB13	0.119992345	7623	NA		
ASB15	0.103834552	10510	NA		
ASB16	0.105364878	10198	NA		
ASB17	0.077430647	13514	NA		
ASB2	0.135323817	6263	NA		
ASB3	0.107091317	9857	NA		
ASB4	0.097625628	11517	NA		
ASB5	0.126338472	6982	NA		
ASB6	0.109588387	9306	NA		
ASB7	0.112629347	8624	NA		
ASB8	0.123788961	7209	NA		
ASB9	0.078271957	13470	NA		
ASCC1	0.076135121	13573	lof-tolerant		
ASCC2	0.122332816	7368	NA		
ASCC3	0.11285904	8510	NA		
ASCL1	0.475849043	1011	NA		
ASCL2	0.099703702	11212	NA		
ASCL3	0.099125389	11297	NA		
ASCL4	0.087922081	12734	NA		
ASF1A	0.129717038	6696	NA		
ASF1B	0.123868565	7170	NA		
ASGR1	0.384843392	1433	NA		
ASH2L	0.117051703	7975	NA		
ASL	0.454359171	1083	recessive		
ASNA1	0.178212948	4182.5	NA		
ASNS	0.259942985	2478	NA		
ASNSD1	0.089963566	12529	NA		
ASPG	0.116918365	7987	NA		
ASPH	0.181316874	4090	NA		
ASPHD2	0.10673671	9933	NA		
ASPM	0.086724034	12854.5	recessive		
ASPN	0.163999731	4683	NA		
ASPRV1	0.10518433	10232	NA		
ASPSCR1	0.439172065	1147	NA		
ASRGL1	0.278041025	2262	NA		
ASS1	0.808402103	233	recessive		
ASTE1	0.08341476	13141	NA		
ASTL	0.096227343	11713	NA		
ASTN1	0.116669487	8026	NA		
ASTN2	0.110081713	9202	NA		
ASXL1	0.078723607	13452	NA		
ASXL2	0.0770929	13530	NA		
ASZ1	0.169979944	4482	NA		
ATAD1	0.129717038	6696	NA		
ATAD2	0.128953127	6775	NA		
ATAD3A	0.103179747	10626	NA		
ATAD3B	0.123766451	7244	NA		
ATAD4	0.108690349	9504	NA		
ATE1	0.11687312	7997	NA		
ATF1	0.18118	4093	NA		
ATF2	0.281046212	2220	NA		
ATF3	0.56655352	713	NA		
ATF4	0.568305089	710	NA		
ATF5	0.13429646	6349	NA		
ATF6	0.279856404	2244	NA		
ATF7	0.11887584	7728	NA		
ATF7IP	0.106197948	10040	NA		
ATF7IP2	0.084353544	13063	NA		
ATG10	0.08777679	12745	NA		
ATG12	0.105877981	10102	NA		
ATG16L1	0.106462506	9994	NA		
ATG2A	0.111219941	8950	NA		
ATG3	0.119349351	7682	NA		
ATG4A	0.098090814	11448	NA		
ATG4B	0.10738507	9784	NA		
ATG4C	0.096937922	11621	NA		
ATG4D	0.105988998	10077	NA		
ATG5	0.170502808	4452	NA		
ATG7	0.172662117	4378	NA		
ATG9A	0.109926305	9230.5	NA		
ATG9B	0.147786221	5471	NA		
ATHL1	0.09640084	11690	NA		
ATIC	0.699729206	409	recessive		
ATL1	0.159243988	4877	NA		
ATL2	0.115630831	8160	NA		
ATM	0.157827337	4938	recessive		
ATMIN	0.109957548	9225	NA		
ATN1	0.523457407	844	NA		
ATOH1	0.283127365	2191	NA		
ATOH8	0.118787892	7739	NA		
ATOX1	0.091918173	12308	NA		
ATP10A	0.158313936	4917	NA		
ATP10B	0.099802049	11192	NA		
ATP10D	0.094500447	11976	NA		
ATP11A	0.106428226	10003	NA		
ATP11B	0.110760976	9054	NA		
ATP11C	0.102054127	10824	NA		
ATP12A	0.234633696	2863	NA		
ATP13A2	0.161223686	4804	recessive		
ATP13A3	0.096955365	11618	NA		
ATP13A4	0.098626082	11367	NA		
ATP13A5	0.079830304	13394	NA		
ATP1A1	0.333036042	1780	NA		
ATP1A2	0.228676473	2986	NA		
ATP1A3	0.184228432	4013	NA		
ATP1A4	0.110481521	9115	NA		
ATP1B1	0.248129323	2649	NA		
ATP1B2	0.120941661	7524	NA		
ATP1B3	0.11956715	7665	NA		
ATP1B4	0.100449851	11069	NA		
ATP2A2	0.461299862	1055	NA		
ATP2A3	0.197951662	3633	NA		
ATP2B1	0.230213311	2947	NA		
ATP2B2	0.180457521	4111	recessive		
ATP2B3	0.147535719	5485	NA		
ATP2B4	0.179223965	4148	NA		
ATP2C1	0.208998986	3361	NA		
ATP2C2	0.105086197	10250	NA		
ATP4A	0.13523886	6273	NA		
ATP4B	0.139087861	6016	NA		
ATP5A1	0.584009364	666	NA		
ATP5B	0.705437746	402	NA		
ATP5C1	0.56962857	708	NA		
ATP5D	0.144515286	5672	NA		
ATP5F1	0.1062223	10037	NA		
ATP5G1	0.11227777	8752	NA		
ATP5G2	0.098434011	11393	NA		
ATP5G3	0.10445868	10393	NA		
ATP5H	0.130526414	6630	NA		
ATP5J	0.12052006	7567	NA		
ATP5J2	0.327783771	1809	NA		
ATP5L	0.129717038	6696	NA		
ATP5O	0.300226117	2027	NA		
ATP5S	0.070629234	13779	NA		
ATP5SL	0.078810713	13448	NA		
ATP6AP1	0.08671949	12856	NA		
ATP6AP2	0.199663534	3596	recessive		
ATP6V0A1	0.503411067	901	NA		
ATP6V0A2	0.374081119	1494	recessive		
ATP6V0A4	0.223047687	3078	NA		
ATP6V0B	0.114578017	8289	NA		
ATP6V0C	0.161138011	4807	NA		
ATP6V0D1	0.259915145	2485.5	NA		
ATP6V0D2	0.136470286	6156	NA		
ATP6V0E1	0.134017967	6367	NA		
ATP6V1A	0.237280524	2815	NA		
ATP6V1B1	0.323624144	1836	recessive		
ATP6V1B2	0.279266235	2253	NA		
ATP6V1C1	0.148962011	5392	NA		
ATP6V1C2	0.118250232	7792	NA		
ATP6V1D	0.163060049	4723	NA		
ATP6V1E1	0.118469879	7767	NA		
ATP6V1E2	0.121317587	7484	NA		
ATP6V1G1	0.125494333	7048	NA		
ATP6V1G3	0.116512244	8045	lof-tolerant		
ATP6V1H	0.182238873	4066	NA		
ATP7B	0.636044072	533	recessive		
ATP8A1	0.111106937	8979	NA		
ATP8A2	0.222852218	3083	NA		
ATP8B1	0.166804244	4591	recessive		
ATP8B4	0.085144622	12991	NA		
ATP9A	0.117747675	7901	NA		
ATP9B	0.10686528	9906	NA		
ATPAF1	0.099374601	11265	NA		
ATPAF2	0.145929528	5592	NA		
ATPBD3	0.119552966	7669	NA		
ATPIF1	0.096708359	11654	NA		
ATR	0.143255429	5729	recessive		
ATRIP	0.205257776	3439.5	NA		
ATRN	0.173658325	4341	NA		
ATRNL1	0.107641653	9726	NA		
ATRX	0.563162384	723	NA		
ATXN1	0.429311575	1187	NA		
ATXN10	0.161681838	4783	NA		
ATXN2	0.250083196	2609	NA		
ATXN2L	0.120835863	7540	NA		
ATXN3	0.347579378	1677	NA		
ATXN3L	0.103791509	10515	NA		
ATXN7	0.439820026	1138	NA		
ATXN7L1	0.093374118	12120	NA		
ATXN7L2	0.074300753	13642	NA		
ATXN7L3	0.112629347	8624	NA		
AUH	0.332905491	1782	recessive		
AUP1	0.120456353	7573	NA		
AURKA	0.228539117	2994	NA		
AURKAIP1	0.098730613	11355	NA		
AURKB	0.207936427	3378	NA		
AURKC	0.095460946	11834	recessive		
AUTS2	0.107500762	9759	NA		
AVEN	0.139902755	5957	NA		
AVIL	0.122465709	7353.5	NA		
AVL9	0.100891283	11002.5	NA		
AVPR1A	0.164827212	4655	NA		
AVPR1B	0.101688712	10888	NA		
AVPR2	0.588938656	643	recessive		
AXIN1	0.097812273	11490	NA		
AXIN2	0.289138349	2122	NA		
AXL	0.232886227	2896	NA		
AXUD1	0.099625559	11226	NA		
AZGP1	0.134419998	6333	NA		
AZI1	0.142753253	5752	NA		
AZI2	0.110920752	9023	NA		
AZIN1	0.114979497	8236	NA		
AZU1	0.400489582	1330	NA		
B2M	0.78296479	272	recessive		
B3GALNT1	0.179870054	4128	NA		
B3GALT1	0.148962011	5392	NA		
B3GALT2	0.116590586	8035	NA		
B3GALT5	0.11493406	8241	NA		
B3GALTL	0.137533393	6107	NA		
B3GAT1	0.448381762	1112	NA		
B3GAT2	0.162358737	4767	NA		
B3GAT3	0.13137944	6568	NA		
B3GNT1	0.123210569	7279.5	NA		
B3GNT2	0.123210569	7279.5	NA		
B3GNT3	0.111466154	8897	NA		
B3GNT4	0.152916088	5191	NA		
B3GNT5	0.122305979	7373	NA		
B3GNT7	0.104725478	10335	NA		
B3GNTL1	0.104452912	10395	NA		
B4GALNT1	0.247464851	2657	NA		
B4GALNT2	0.283647441	2188	NA		
B4GALNT3	0.103239588	10614	NA		
B4GALNT4	0.09235561	12256	NA		
B4GALT1	0.209546935	3352	recessive		
B4GALT2	0.10739891	9781	NA		
B4GALT3	0.120433527	7574	NA		
B4GALT4	0.124697843	7113	NA		
B4GALT5	0.139522071	5984	NA		
B4GALT6	0.266941232	2402	NA		
B4GALT7	0.117968203	7887	recessive		
B9D2	0.132703877	6465	NA		
BAALC	0.060788203	13985	NA		
BAAT	0.105773732	10118	NA		
BACE1	0.321450534	1854	NA		
BACE2	0.355369596	1617	NA		
BACH1	0.128795429	6789	NA		
BACH2	0.176315907	4250	NA		
BAD	0.533794873	811	NA		
BAG1	0.434838625	1163	NA		
BAG2	0.173026356	4364	NA		
BAG3	0.210924112	3322	NA		
BAG4	0.153184377	5177	NA		
BAG5	0.203971212	3473	NA		
BAHD1	0.105832538	10111	NA		
BAI1	0.1959013	3678	NA		
BAI2	0.105877146	10103	NA		
BAIAP2	0.1601571	4843	NA		
BAIAP2L1	0.120011875	7621	NA		
BAIAP3	0.09988587	11169	NA		
BAK1	0.416987529	1252.5	NA		
BAMBI	0.280828816	2234	NA		
BANF1	0.375017417	1488.5	NA		
BANF2	0.10330402	10599	NA		
BANK1	0.110227406	9162	NA		
BANP	0.134155073	6358	NA		
BAP1	0.106139042	10051	NA		
BARD1	0.282453507	2198	NA		
BARHL1	0.16046959	4830	NA		
BARHL2	0.102251178	10797	NA		
BARX1	0.178212948	4182.5	NA		
BARX2	0.109313804	9357	NA		
BASP1	0.138184586	6068	NA		
BAT2	0.095969746	11745	NA		
BAT2D1	0.097025848	11603	NA		
BAT2L	0.090768707	12436	NA		
BAT5	0.106827152	9911	NA		
BATF	0.163060049	4723	NA		
BATF2	0.076151368	13571	NA		
BATF3	0.105784883	10116	NA		
BAX	0.851506562	176	NA		
BAZ1A	0.102122346	10810	NA		
BAZ1B	0.140024474	5949	NA		
BAZ2A	0.100138244	11119	NA		
BAZ2B	0.094918181	11916	NA		
BBOX1	0.191326665	3813	NA		
BBS10	0.148990968	5374	recessive		
BBS12	0.172834901	4373	recessive		
BBS2	0.095487255	11829	recessive		
BBS4	0.327749729	1810	recessive		
BBS5	0.224880086	3046	recessive		
BBS7	0.179491031	4141	recessive		
BBS9	0.200848911	3561	recessive		
BBX	0.090346793	12495	NA		
BCAM	0.159850943	4855	NA		
BCAN	0.156771533	4979	NA		
BCAP29	0.081761619	13278	NA		
BCAP31	0.169184752	4507	NA		
BCAR3	0.16494844	4651	NA		
BCAS1	0.089090577	12624	NA		
BCAS2	0.118095035	7840.5	NA		
BCAS4	0.094881847	11920	NA		
BCAT1	0.178081543	4194	NA		
BCAT2	0.179877426	4127	NA		
BCCIP	0.08875223	12660	NA		
BCHE	0.505309314	897	recessive		
BCKDHA	0.109393611	9348	recessive		
BCKDHB	0.376658905	1476	recessive		
BCKDK	0.122533402	7345	NA		
BCL10	0.266030204	2417	NA		
BCL11A	0.169672913	4498	NA		
BCL11B	0.16232512	4768	NA		
BCL2	0.983315429	29	NA		
BCL2A1	0.338423235	1744	NA		
BCL2L1	0.757830359	310	NA		
BCL2L10	0.135705239	6242	NA		
BCL2L11	0.481823682	982	NA		
BCL2L12	0.097274352	11567	NA		
BCL2L14	0.081597867	13288	NA		
BCL2L15	0.075772474	13593.5	NA		
BCL2L2	0.20084382	3562	NA		
BCL2L7P1	0.416987529	1252.5	NA		
BCL3	0.288027719	2137	NA		
BCL6	0.51690518	865	NA		
BCL6B	0.119850862	7635	NA		
BCL7A	0.12760721	6881	NA		
BCL7B	0.135884977	6209	NA		
BCL9	0.119061647	7709	NA		
BCL9L	0.200004987	3588	NA		
BCLAF1	0.181549643	4083	NA		
BCO2	0.108722026	9497	NA		
BCOR	0.125707733	7032	NA		
BCORL1	0.104644752	10356	NA		
BCR	0.764448607	299	NA		
BCS1L	0.653706433	495	recessive		
BDH1	0.269499455	2363	NA		
BDH2	0.135724645	6240	NA		
BDKRB1	0.185615942	3980	NA		
BDKRB2	0.330123555	1796	NA		
BDNF	0.821236925	217	NA		
BDP1	0.069535816	13813	NA		
BECN1	0.111247191	8944	NA		
BEGAIN	0.109138769	9394	NA		
BEND2	0.058248178	14010	NA		
BEND3	0.111137821	8971.5	NA		
BEND4	0.106881147	9900.5	NA		
BEND5	0.112629347	8624	NA		
BEST1	0.156699789	4981	NA		
BEST2	0.114940385	8240	NA		
BEST3	0.104341982	10415	NA		
BEST4	0.137915691	6084	NA		
BET1	0.090374475	12489	NA		
BET3L	0.115069717	8223	NA		
BEX1	0.430589406	1180	NA		
BEX2	0.095299698	11855	NA		
BEX5	0.067451886	13873	NA		
BFAR	0.104338476	10416	NA		
BFSP1	0.124262646	7142	NA		
BFSP2	0.113145082	8468	NA		
BGLAP	0.262105673	2458.5	NA		
BGN	0.116694435	8022	NA		
BHLHA15	0.149670243	5340	NA		
BHLHB9	0.103112587	10638	NA		
BHLHE22	0.193258194	3763	NA		
BHLHE40	0.290306233	2113	NA		
BHMT	0.224642836	3051	NA		
BICC1	0.117658554	7914	NA		
BICD1	0.100442728	11071	NA		
BICD2	0.110496454	9110	NA		
BID	0.115746397	8146	lof-tolerant		
BIK	0.200092619	3582	NA		
BIN1	0.201556296	3550	NA		
BIN2	0.061049936	13983	NA		
BIN3	0.109046047	9417	NA		
BIRC2	0.296923711	2055	NA		
BIRC3	0.285807483	2165	NA		
BIRC5	0.625875985	560	NA		
BIRC6	0.095828162	11773	NA		
BIRC7	0.129897973	6659	NA		
BLCAP	0.155881126	5035.5	NA		
BLK	0.243928057	2707	NA		
BLM	0.616823927	586	recessive		
BLMH	0.387420421	1417	NA		
BLNK	0.284325862	2180	NA		
BLOC1S1	0.135884977	6209	NA		
BLOC1S2	0.147467538	5489	NA		
BLOC1S3	0.239122126	2785	recessive		
BLVRA	0.127493086	6892	NA		
BLVRB	0.242329863	2728	NA		
BLZF1	0.103376881	10588	NA		
BMF	0.108807454	9472	NA		
BMI1	0.387653719	1408.5	NA		
BMP1	0.475056466	1014	NA		
BMP10	0.220876785	3110	NA		
BMP15	0.1913577	3812	NA		
BMP2	0.774813458	283	recessive		
BMP3	0.202544699	3529	NA		
BMP4	0.931240267	90	NA		
BMP5	0.259915145	2485.5	NA		
BMP6	0.373129901	1498	NA		
BMP7	0.672885042	454	NA		
BMP8A	0.139018018	6018	NA		
BMP8B	0.261793737	2462	NA		
BMPER	0.131304942	6575	NA		
BMPR1A	0.539202539	800	NA		
BMPR1B	0.338882117	1739	NA		
BMPR2	0.501407818	912	NA		
BMS1P1	0.032687335	14118.5	NA		
BMS1P5	0.032687335	14118.5	NA		
BMX	0.162638877	4754	NA		
BNC1	0.144425347	5679	NA		
BNC2	0.121710796	7436	NA		
BNIP1	0.145153227	5627	NA		
BNIP2	0.124772308	7108	NA		
BNIP3	0.310439687	1954	NA		
BNIP3L	0.097610924	11518	NA		
BNIPL	0.090322129	12498	NA		
BOC	0.993167817	14	NA		
BOK	0.281046212	2220	NA		
BOLA1	0.10528884	10211	NA		
BOLA2	0.101818835	10865.5	NA		
BOLA2B	0.101818835	10865.5	NA		
BOLA3	0.11348718	8422	NA		
BOLL	0.093116407	12164	NA		
BOP1	0.139489779	5986	NA		
BPGM	0.185699976	3975	recessive		
BPHL	0.102259078	10792	lof-tolerant		
BPI	0.12505397	7083	NA		
BPIL1	0.095301157	11854	NA		
BPIL2	0.098783577	11351	NA		
BPIL3	0.088739218	12662	NA		
BPNT1	0.096362458	11700	NA		
BPTF	0.131355105	6572	NA		
BRAP	0.338768341	1741	NA		
BRCA1	0.947954772	71	NA		
BRCA2	0.703463021	406	NA		
BRCC3	0.193514716	3759	NA		
BRD1	0.115131667	8212	NA		
BRD2	0.541841691	789	NA		
BRD3	0.180888466	4102	NA		
BRD4	0.18694261	3920	NA		
BRD7	0.180220021	4119	NA		
BRD8	0.115435102	8182	NA		
BRD9	0.108175731	9619	NA		
BRDT	0.305070066	1984	NA		
BRE	0.236050376	2836	NA		
BRF2	0.100527238	11053	NA		
BRI3	0.211778404	3305	NA		
BRI3BP	0.111339487	8927	NA		
BRIP1	0.271243182	2341	NA		
BRMS1	0.1354066	6256	NA		
BRMS1L	0.107636284	9728	NA		
BRP44	0.096094319	11734	NA		
BRP44L	0.09893153	11326	NA		
BRPF1	0.122810837	7314	NA		
BRPF3	0.100530431	11052	NA		
BRS3	0.087772435	12747	NA		
BRSK1	0.112869645	8508	NA		
BRSK2	0.106762189	9925	NA		
BRUNOL4	0.118095035	7840.5	NA		
BRUNOL5	0.084865731	13021	NA		
BRWD1	0.107193984	9829	NA		
BRWD2	0.142671864	5758	NA		
BRWD3	0.099067144	11306	NA		
BSDC1	0.090475032	12473	NA		
BSG	0.357698204	1601	NA		
BSN	0.222923164	3081	NA		
BSND	0.36521387	1545	recessive		
BSPH1	0.09904883	11311.5	NA		
BSPRY	0.104897238	10293	NA		
BST1	0.198236716	3630	NA		
BST2	0.094188466	12026	NA		
BTAF1	0.145071289	5632	NA		
BTBD1	0.111472341	8895	NA		
BTBD10	0.115812449	8137	NA		
BTBD11	0.123013675	7294	NA		
BTBD16	0.069618809	13809	NA		
BTBD2	0.111619113	8867	NA		
BTBD3	0.116461066	8051	NA		
BTBD6	0.11022979	9161	NA		
BTBD8	0.011776979	14140	NA		
BTBD9	0.122200227	7390	NA		
BTC	0.238993632	2786	NA		
BTD	0.235611863	2841	recessive		
BTF3	0.107834544	9693	NA		
BTF3L1	0.058916467	14001	NA		
BTF3L4	0.107178143	9836	NA		
BTG1	0.211778404	3305	NA		
BTG2	0.111102985	8982	NA		
BTG3	0.133206587	6427	NA		
BTG4	0.137458902	6115	NA		
BTK	0.559766536	727	recessive		
BTLA	0.126958469	6939	NA		
BTN1A1	0.199582081	3601	NA		
BTN2A1	0.089810367	12547	NA		
BTN2A2	0.124819988	7103	NA		
BTN3A1	0.077075001	13532	NA		
BTN3A2	0.071725244	13741	NA		
BTN3A3	0.095820845	11774	NA		
BTNL3	0.061414518	13977	NA		
BTRC	0.540058659	795	NA		
BUB1	0.257944291	2515	NA		
BUB1B	0.263153888	2447	NA		
BUB3	0.202974773	3509.5	NA		
BUD13	0.073023919	13697	NA		
BUD31	0.123788961	7209	NA		
BVES	0.131656028	6545	NA		
BXDC1	0.127301544	6905	NA		
BXDC2	0.1675939	4563	NA		
BXDC5	0.105956632	10083	NA		
BYSL	0.155379381	5088	NA		
BZRAP1	0.124633146	7116	NA		
BZRPL1	0.082174899	13243	NA		
BZW2	0.123788961	7209	NA		
C10orf10	0.089040517	12629	NA		
C10orf104	0.112629347	8624	NA		
C10orf11	0.084481796	13053	NA		
C10orf112	0.081106076	13322	NA		
C10orf116	0.123077308	7290	NA		
C10orf118	0.095595368	11808	NA		
C10orf119	0.1107486	9055	NA		
C10orf12	0.075948927	13581	NA		
C10orf125	0.095853987	11769	NA		
C10orf137	0.10872546	9496	NA		
C10orf18	0.075885666	13586	NA		
C10orf2	0.153697246	5163.5	recessive		
C10orf26	0.105183641	10233	NA		
C10orf27	0.090253564	12506	NA		
C10orf28	0.070058723	13802	NA		
C10orf33	0.102533	10744	NA		
C10orf35	0.031974929	14122	NA		
C10orf4	0.082998495	13180	NA		
C10orf49	0.050601332	14063	NA		
C10orf54	0.098925043	11327	NA		
C10orf57	0.110034166	9210.5	NA		
C10orf58	0.110034166	9210.5	NA		
C10orf59	0.115468899	8178	NA		
C10orf65	0.146134068	5580	NA		
C10orf68	0.073442547	13679	NA		
C10orf76	0.093232932	12145	NA		
C10orf78	0.093724075	12082	NA		
C10orf79	0.079380051	13413	NA		
C10orf82	0.09326098	12137	NA		
C10orf88	0.076326505	13564	NA		
C10orf97	0.112629347	8624	NA		
C11orf1	0.086712034	12857	NA		
C11orf10	0.112629347	8624	NA		
C11orf17	0.064300791	13936	NA		
C11orf2	0.183115552	4042	NA		
C11orf24	0.063731621	13943	NA		
C11orf30	0.116836306	8007	NA		
C11orf41	0.071627365	13749	NA		
C11orf49	0.104167246	10449	NA		
C11orf51	0.112629347	8624	NA		
C11orf53	0.098794844	11350	NA		
C11orf54	0.10173656	10880	NA		
C11orf57	0.096713246	11653	NA		
C11orf58	0.139426933	5993	NA		
C11orf59	0.129717038	6696	NA		
C11orf60	0.088759618	12659	NA		
C11orf61	0.103476464	10575	NA		
C11orf65	0.095023251	11900	NA		
C11orf67	0.112629347	8624	NA		
C11orf68	0.108067798	9638	NA		
C11orf70	0.094664218	11952	NA		
C11orf73	0.112629347	8624	NA		
C11orf74	0.073457905	13677	NA		
C11orf75	0.118095035	7840.5	NA		
C11orf79	0.106525229	9973	NA		
C11orf82	0.074551102	13630	NA		
C11orf83	0.080531701	13362	NA		
C11orf84	0.134707973	6314	NA		
C11orf9	0.105702324	10134	NA		
C12orf10	0.096367578	11698	NA		
C12orf11	0.090815155	12428	NA		
C12orf12	0.085372238	12978	NA		
C12orf23	0.112629347	8624	NA		
C12orf29	0.077971177	13487	NA		
C12orf30	0.10762835	9730	NA		
C12orf35	0.103843916	10509	NA		
C12orf41	0.10953894	9317	NA		
C12orf44	0.112629347	8624	NA		
C12orf45	0.088913583	12642	NA		
C12orf48	0.084848938	13026	NA		
C12orf5	0.102939461	10671	NA		
C12orf51	0.11010972	9192	NA		
C12orf57	0.109239714	9371	NA		
C12orf64	0.091676566	12336	NA		
C12orf65	0.074792654	13621	NA		
C12orf72	0.100169325	11113	NA		
C13orf1	0.102460335	10761	NA		
C13orf15	0.100730988	11032	NA		
C13orf18	0.069336681	13815	NA		
C13orf23	0.095660251	11797	NA		
C13orf3	0.078231903	13474	NA		
C13orf31	0.089914919	12535	NA		
C13orf34	0.120921322	7532	NA		
C13orf37	0.104617465	10361	NA		
C14orf1	0.155881126	5035.5	NA		
C14orf100	0.087727456	12752	NA		
C14orf102	0.098260454	11417	NA		
C14orf106	0.069691116	13808	NA		
C14orf119	0.092130566	12279	NA		
C14orf126	0.070982735	13768	NA		
C14orf129	0.112629347	8624	NA		
C14orf133	0.118996849	7718	NA		
C14orf135	0.086013746	12928	NA		
C14orf138	0.100038605	11140	NA		
C14orf143	0.106631724	9953	NA		
C14orf147	0.112629347	8624	NA		
C14orf149	0.102304867	10782	NA		
C14orf153	0.101356606	10929	NA		
C14orf159	0.09037328	12490	NA		
C14orf166	0.142298242	5803	NA		
C14orf2	0.09630337	11705	NA		
C14orf21	0.1526827	5212	NA		
C14orf28	0.10452084	10378	NA		
C14orf4	0.111571828	8877	NA		
C14orf43	0.099310568	11273	NA		
C14orf49	0.106367654	10012	NA		
C14orf68	0.089235021	12605	NA		
C14orf83	0.111833536	8820	NA		
C15orf15	0.118095035	7840.5	NA		
C15orf2	0.058067363	14012	NA		
C15orf21	0.12926019	6754	NA		
C15orf23	0.094267206	12013	NA		
C15orf24	0.118651785	7756	NA		
C15orf29	0.10146251	10918	NA		
C15orf38	0.092687851	12223	NA		
C15orf39	0.090695405	12446	NA		
C15orf40	0.080712215	13351	NA		
C15orf41	0.107348308	9790	NA		
C15orf44	0.090605368	12456	NA		
C15orf52	0.0819078	13261	NA		
C15orf55	0.088949325	12640	NA		
C15orf60	0.083909557	13098	NA		
C16orf13	0.111230428	8949	NA		
C16orf35	0.146599614	5547	NA		
C16orf42	0.109216094	9376	NA		
C16orf45	0.110573809	9092	NA		
