pathway	source	ensembl_ids
PI3K-Akt signaling pathway - Homo sapiens (human)	KEGG	ENSG00000137080,ENSG00000160867,ENSG00000091136,ENSG00000138798,ENSG00000204248,ENSG00000169031,ENSG00000169032,ENSG00000213218,ENSG00000157613,ENSG00000075388,ENSG00000128272,ENSG00000160712,ENSG00000082781,ENSG00000206384,ENSG00000168685,ENSG00000105976,ENSG00000068078,ENSG00000129682,ENSG00000142173,ENSG00000105401,ENSG00000092020,ENSG00000102755,ENSG00000120242,ENSG00000113494,ENSG00000130702,ENSG00000102678,ENSG00000060566,ENSG00000068971,ENSG00000213676,ENSG00000058085,ENSG00000118260,ENSG00000111276,ENSG00000197565,ENSG00000100311,ENSG00000130635,ENSG00000196569,ENSG00000188153,ENSG00000114450,ENSG00000081913,ENSG00000104695,ENSG00000140285,ENSG00000157404,ENSG00000119630,ENSG00000141510,ENSG00000077943,ENSG00000171862,ENSG00000037280,ENSG00000170962,ENSG00000134853,ENSG00000165197,ENSG00000187266,ENSG00000162434,ENSG00000120332,ENSG00000162344,ENSG00000137801,ENSG00000165699,ENSG00000197919,ENSG00000132906,ENSG00000153094,ENSG00000156475,ENSG00000103479,ENSG00000167393,ENSG00000063046,ENSG00000077238,ENSG00000138448,ENSG00000182158,ENSG00000228083,ENSG00000110092,ENSG00000147145,ENSG00000073009,ENSG00000137462,ENSG00000078579,ENSG00000177455,ENSG00000167083,ENSG00000118515,ENSG00000118513,ENSG00000175634,ENSG00000155629,ENSG00000104432,ENSG00000168539,ENSG00000105647,ENSG00000173511,ENSG00000164399,ENSG00000164692,ENSG00000133703,ENSG00000188379,ENSG00000221914,ENSG00000168542,ENSG00000145623,ENSG00000154001,ENSG00000159445,ENSG00000105221,ENSG00000198793,ENSG00000064547,ENSG00000091409,ENSG00000108342,ENSG00000169242,ENSG00000146592,ENSG00000141564,ENSG00000115221,ENSG00000109320,ENSG00000139626,ENSG00000141349,ENSG00000198121,ENSG00000137713,ENSG00000135424,ENSG00000172354,ENSG00000171552,ENSG00000135446,ENSG00000145675,ENSG00000118971,ENSG00000118972,ENSG00000166598,ENSG00000103197,ENSG00000186350,ENSG00000113721,ENSG00000128245,ENSG00000067606,ENSG00000126934,ENSG00000143384,ENSG00000147885,ENSG00000077782,ENSG00000175470,ENSG00000174775,ENSG00000142166,ENSG00000080573,ENSG00000154188,ENSG00000154229,ENSG00000121879,ENSG00000012048,ENSG00000123374,ENSG00000196878,ENSG00000099985,ENSG00000111241,ENSG00000081052,ENSG00000170027,ENSG00000117461,ENSG00000017427,ENSG00000100385,ENSG00000112964,ENSG00000172179,ENSG00000140443,ENSG00000163359,ENSG00000136244,ENSG00000168477,ENSG00000132356,ENSG00000162409,ENSG00000171517,ENSG00000107831,ENSG00000138685,ENSG00000110799,ENSG00000151247,ENSG00000106615,ENSG00000143127,ENSG00000053747,ENSG00000029559,ENSG00000060718,ENSG00000160741,ENSG00000005884,ENSG00000070193,ENSG00000181072,ENSG00000142208,ENSG00000128052,ENSG00000124253,ENSG00000160447,ENSG00000213231,ENSG00000105550,ENSG00000174021,ENSG00000236637,ENSG00000242616,ENSG00000150093,ENSG00000118689,ENSG00000144668,ENSG00000101680,ENSG00000159110,ENSG00000234829,ENSG00000196739,ENSG00000173039,ENSG00000101049,ENSG00000107175,ENSG00000214042,ENSG00000123143,ENSG00000213949,ENSG00000177885,ENSG00000172037,ENSG00000145431,ENSG00000019991,ENSG00000078369,ENSG00000197461,ENSG00000168209,ENSG00000100721,ENSG00000132155,ENSG00000100485,ENSG00000135679,ENSG00000137154,ENSG00000105173,ENSG00000150630,ENSG00000143578,ENSG00000117020,ENSG00000213281,ENSG00000169231,ENSG00000156427,ENSG00000115232,ENSG00000140992,ENSG00000172380,ENSG00000134871,ENSG00000136869,ENSG00000102882,ENSG00000186340,ENSG00000112715,ENSG00000135862,ENSG00000186469,ENSG00000112576,ENSG00000050555,ENSG00000131482,ENSG00000111713,ENSG00000105855,ENSG00000142156,ENSG00000105851,ENSG00000175766,ENSG00000166913,ENSG00000169047,ENSG00000113575,ENSG00000113578,ENSG00000185291,ENSG00000176533,ENSG00000168243,ENSG00000196468,ENSG00000091879,ENSG00000214827,ENSG00000142627,ENSG00000114279,ENSG00000161638,ENSG00000187498,ENSG00000164171,ENSG00000139679,ENSG00000136997,ENSG00000136238,ENSG00000105639,ENSG00000164924,ENSG00000171502,ENSG00000169398,ENSG00000108443,ENSG00000073711,ENSG00000134308,ENSG00000124762,ENSG00000171608,ENSG00000064300,ENSG00000127588,ENSG00000080824,ENSG00000040199,ENSG00000139219,ENSG00000147873,ENSG00000091128,ENSG00000049130,ENSG00000181104,ENSG00000187840,ENSG00000065243,ENSG00000101280,ENSG00000213341,ENSG00000143590,ENSG00000137809,ENSG00000254647,ENSG00000105568,ENSG00000189056,ENSG00000066468,ENSG00000111664,ENSG00000243364,ENSG00000184349,ENSG00000100030,ENSG00000204262,ENSG00000105664,ENSG00000104205,ENSG00000175305,ENSG00000104365,ENSG00000102466,ENSG00000113520,ENSG00000118785,ENSG00000082701,ENSG00000259207,ENSG00000162188,ENSG00000002330,ENSG00000147168,ENSG00000108953,ENSG00000146648,ENSG00000138675,ENSG00000158815,ENSG00000171791,ENSG00000259384,ENSG00000152254,ENSG00000069966,ENSG00000141506,ENSG00000100889,ENSG00000074211,ENSG00000161958,ENSG00000233816,ENSG00000165025,ENSG00000070388,ENSG00000136488,ENSG00000136487,ENSG00000108821,ENSG00000112769,ENSG00000186803,ENSG00000134460,ENSG00000005961,ENSG00000112640,ENSG00000127920,ENSG00000119535,ENSG00000041982,ENSG00000127928,ENSG00000116147,ENSG00000051382,ENSG00000099617,ENSG00000164867,ENSG00000096384,ENSG00000186895,ENSG00000130427,ENSG00000135930,ENSG00000120156,ENSG00000123358,ENSG00000184574,ENSG00000132470,ENSG00000184371,ENSG00000167414,ENSG00000117560,ENSG00000270024,ENSG00000182578,ENSG00000078304,ENSG00000115904,ENSG00000113296,ENSG00000105810,ENSG00000171855,ENSG00000096968,ENSG00000120235,ENSG00000066027,ENSG00000115414,ENSG00000171105,ENSG00000115966,ENSG00000104812,ENSG00000167965,ENSG00000109471,ENSG00000134259,ENSG00000118046,ENSG00000136457
Sulfur relay system - Homo sapiens (human)	KEGG	ENSG00000124217,ENSG00000128311,ENSG00000164172,ENSG00000167118,ENSG00000128309,ENSG00000124615,ENSG00000142544,ENSG00000174177,ENSG00000100416,ENSG00000244005
Irinotecan Pathway, Pharmacokinetics	PharmGKB	ENSG00000241635,ENSG00000134538,ENSG00000198848,ENSG00000085563,ENSG00000172831,ENSG00000242515,ENSG00000118777,ENSG00000106258,ENSG00000023839,ENSG00000241119,ENSG00000160868,ENSG00000103222,ENSG00000114200
Retinol metabolism - Homo sapiens (human)	KEGG	ENSG00000244474,ENSG00000271271,ENSG00000072042,ENSG00000197894,ENSG00000242515,ENSG00000172955,ENSG00000240224,ENSG00000073737,ENSG00000171234,ENSG00000006757,ENSG00000241119,ENSG00000160868,ENSG00000116745,ENSG00000244122,ENSG00000138109,ENSG00000139547,ENSG00000109181,ENSG00000135437,ENSG00000196620,ENSG00000167600,ENSG00000187630,ENSG00000165092,ENSG00000243135,ENSG00000135220,ENSG00000140465,ENSG00000147160,ENSG00000185000,ENSG00000157326,ENSG00000156096,ENSG00000197408,ENSG00000198099,ENSG00000135697,ENSG00000187758,ENSG00000121039,ENSG00000241635,ENSG00000003137,ENSG00000080511,ENSG00000108242,ENSG00000138356,ENSG00000196616,ENSG00000139988,ENSG00000135226,ENSG00000197888,ENSG00000160870,ENSG00000248144,ENSG00000095596,ENSG00000138115,ENSG00000121207,ENSG00000128918,ENSG00000187048,ENSG00000196344,ENSG00000162496,ENSG00000242366,ENSG00000213759,ENSG00000025423,ENSG00000167165,ENSG00000042445,ENSG00000170786,ENSG00000187553,ENSG00000140505,ENSG00000255974,ENSG00000106258
Adipocytokine signaling pathway - Homo sapiens (human)	KEGG	ENSG00000065675,ENSG00000198793,ENSG00000117394,ENSG00000006831,ENSG00000073009,ENSG00000115138,ENSG00000197142,ENSG00000111725,ENSG00000103740,ENSG00000186951,ENSG00000096968,ENSG00000131791,ENSG00000127191,ENSG00000104825,ENSG00000130377,ENSG00000185950,ENSG00000232810,ENSG00000067182,ENSG00000107643,ENSG00000162409,ENSG00000151726,ENSG00000142208,ENSG00000004660,ENSG00000181092,ENSG00000122585,ENSG00000159346,ENSG00000028137,ENSG00000109819,ENSG00000143171,ENSG00000104365,ENSG00000179295,ENSG00000168610,ENSG00000181856,ENSG00000100889,ENSG00000116678,ENSG00000132356,ENSG00000133124,ENSG00000100906,ENSG00000181929,ENSG00000159723,ENSG00000076555,ENSG00000123983,ENSG00000131482,ENSG00000174697,ENSG00000117020,ENSG00000124253,ENSG00000141349,ENSG00000115592,ENSG00000109320,ENSG00000050748,ENSG00000068366,ENSG00000205560,ENSG00000164398,ENSG00000106617,ENSG00000186350,ENSG00000184557,ENSG00000110090,ENSG00000109339,ENSG00000213341,ENSG00000173039,ENSG00000152254,ENSG00000146232,ENSG00000118046,ENSG00000102871,ENSG00000110931,ENSG00000169169,ENSG00000169047,ENSG00000135218,ENSG00000204231,ENSG00000105221
T cell receptor signaling pathway - Homo sapiens (human)	KEGG	ENSG00000185386,ENSG00000142867,ENSG00000141506,ENSG00000178562,ENSG00000177885,ENSG00000107968,ENSG00000100030,ENSG00000120910,ENSG00000169032,ENSG00000010610,ENSG00000149269,ENSG00000213281,ENSG00000100485,ENSG00000076984,ENSG00000188130,ENSG00000113525,ENSG00000113520,ENSG00000163599,ENSG00000070831,ENSG00000117020,ENSG00000145675,ENSG00000111679,ENSG00000109320,ENSG00000198851,ENSG00000082701,ENSG00000126934,ENSG00000135605,ENSG00000142273,ENSG00000050748,ENSG00000114423,ENSG00000101096,ENSG00000102882,ENSG00000232810,ENSG00000221823,ENSG00000172116,ENSG00000072736,ENSG00000174775,ENSG00000167286,ENSG00000006062,ENSG00000158092,ENSG00000043462,ENSG00000104365,ENSG00000124181,ENSG00000121879,ENSG00000113263,ENSG00000134215,ENSG00000105851,ENSG00000198821,ENSG00000102245,ENSG00000160654,ENSG00000077264,ENSG00000172575,ENSG00000117461,ENSG00000010810,ENSG00000153563,ENSG00000104825,ENSG00000136634,ENSG00000051382,ENSG00000177606,ENSG00000135341,ENSG00000213658,ENSG00000172175,ENSG00000138814,ENSG00000107758,ENSG00000160293,ENSG00000115904,ENSG00000188386,ENSG00000110395,ENSG00000101349,ENSG00000188389,ENSG00000132155,ENSG00000140992,ENSG00000180370,ENSG00000081237,ENSG00000146232,ENSG00000065675,ENSG00000073009,ENSG00000164400,ENSG00000111537,ENSG00000130669,ENSG00000163600,ENSG00000100351,ENSG00000198286,ENSG00000142208,ENSG00000115085,ENSG00000171608,ENSG00000182866,ENSG00000170345,ENSG00000112062,ENSG00000100906,ENSG00000131196,ENSG00000067560,ENSG00000075711,ENSG00000105647,ENSG00000135446,ENSG00000141968,ENSG00000109471,ENSG00000137843,ENSG00000133703,ENSG00000213341,ENSG00000173039,ENSG00000071051,ENSG00000156711,ENSG00000105221
B cell receptor signaling pathway - Homo sapiens (human)	KEGG	ENSG00000169750,ENSG00000117461,ENSG00000185885,ENSG00000142867,ENSG00000126934,ENSG00000073009,ENSG00000109320,ENSG00000172175,ENSG00000177455,ENSG00000101096,ENSG00000168918,ENSG00000102882,ENSG00000104825,ENSG00000095585,ENSG00000051382,ENSG00000177606,ENSG00000221823,ENSG00000174775,ENSG00000197943,ENSG00000254087,ENSG00000070190,ENSG00000198286,ENSG00000120910,ENSG00000136238,ENSG00000142208,ENSG00000155629,ENSG00000169032,ENSG00000171608,ENSG00000173039,ENSG00000134215,ENSG00000072694,ENSG00000170345,ENSG00000012124,ENSG00000132155,ENSG00000100485,ENSG00000138814,ENSG00000117322,ENSG00000141506,ENSG00000100906,ENSG00000165025,ENSG00000107758,ENSG00000131196,ENSG00000115904,ENSG00000072736,ENSG00000104365,ENSG00000105647,ENSG00000121879,ENSG00000188386,ENSG00000213341,ENSG00000117020,ENSG00000007312,ENSG00000165458,ENSG00000145675,ENSG00000111679,ENSG00000204577,ENSG00000152689,ENSG00000010671,ENSG00000213281,ENSG00000110651,ENSG00000105851,ENSG00000141968,ENSG00000133703,ENSG00000082701,ENSG00000166501,ENSG00000100030,ENSG00000177885,ENSG00000137101,ENSG00000160293,ENSG00000128340,ENSG00000146232,ENSG00000105221
Fc epsilon RI signaling pathway - Homo sapiens (human)	KEGG	ENSG00000169750,ENSG00000117461,ENSG00000171132,ENSG00000126934,ENSG00000010810,ENSG00000076984,ENSG00000164400,ENSG00000142208,ENSG00000065559,ENSG00000168918,ENSG00000124181,ENSG00000102882,ENSG00000169194,ENSG00000169032,ENSG00000051382,ENSG00000116711,ENSG00000107643,ENSG00000105499,ENSG00000197943,ENSG00000136238,ENSG00000254087,ENSG00000100030,ENSG00000213658,ENSG00000185386,ENSG00000174775,ENSG00000168970,ENSG00000108984,ENSG00000171608,ENSG00000033327,ENSG00000113525,ENSG00000112062,ENSG00000132155,ENSG00000100485,ENSG00000154229,ENSG00000141506,ENSG00000165025,ENSG00000188089,ENSG00000010671,ENSG00000243708,ENSG00000188130,ENSG00000213281,ENSG00000105647,ENSG00000121879,ENSG00000113520,ENSG00000179639,ENSG00000232810,ENSG00000115904,ENSG00000145675,ENSG00000141968,ENSG00000168907,ENSG00000134215,ENSG00000158869,ENSG00000034152,ENSG00000159337,ENSG00000105851,ENSG00000164399,ENSG00000043462,ENSG00000163932,ENSG00000140992,ENSG00000133703,ENSG00000109339,ENSG00000177885,ENSG00000117020,ENSG00000160293,ENSG00000156711,ENSG00000105221,ENSG00000050748,ENSG00000128340,ENSG00000149534,ENSG00000166501
Fc gamma R-mediated phagocytosis - Homo sapiens (human)	KEGG	ENSG00000171132,ENSG00000088280,ENSG00000165527,ENSG00000101336,ENSG00000254087,ENSG00000100030,ENSG00000169032,ENSG00000186111,ENSG00000171608,ENSG00000155130,ENSG00000148180,ENSG00000132155,ENSG00000067113,ENSG00000197943,ENSG00000070831,ENSG00000136950,ENSG00000182541,ENSG00000145675,ENSG00000167193,ENSG00000078053,ENSG00000176170,ENSG00000158517,ENSG00000162704,ENSG00000166501,ENSG00000102882,ENSG00000241685,ENSG00000145555,ENSG00000143398,ENSG00000150337,ENSG00000141506,ENSG00000072694,ENSG00000154229,ENSG00000165025,ENSG00000188089,ENSG00000106683,ENSG00000124181,ENSG00000121879,ENSG00000125753,ENSG00000163466,ENSG00000165458,ENSG00000134215,ENSG00000151693,ENSG00000105851,ENSG00000172757,ENSG00000117461,ENSG00000141934,ENSG00000051382,ENSG00000063176,ENSG00000153317,ENSG00000213658,ENSG00000168907,ENSG00000107242,ENSG00000130429,ENSG00000134516,ENSG00000126583,ENSG00000184381,ENSG00000106299,ENSG00000160293,ENSG00000116711,ENSG00000175130,ENSG00000162407,ENSG00000159337,ENSG00000163932,ENSG00000111229,ENSG00000136238,ENSG00000081237,ENSG00000015285,ENSG00000108443,ENSG00000168918,ENSG00000175634,ENSG00000132970,ENSG00000142208,ENSG00000149269,ENSG00000033327,ENSG00000112290,ENSG00000079805,ENSG00000158195,ENSG00000243708,ENSG00000203747,ENSG00000105647,ENSG00000075651,ENSG00000006747,ENSG00000165410,ENSG00000128340,ENSG00000241553,ENSG00000141968,ENSG00000099942,ENSG00000129219,ENSG00000143226,ENSG00000117020,ENSG00000105221
TGF-beta signaling pathway - Homo sapiens (human)	KEGG	ENSG00000113575,ENSG00000100387,ENSG00000080839,ENSG00000113558,ENSG00000105568,ENSG00000120693,ENSG00000115738,ENSG00000185591,ENSG00000106799,ENSG00000111537,ENSG00000170365,ENSG00000108443,ENSG00000115170,ENSG00000117318,ENSG00000138696,ENSG00000141646,ENSG00000153162,ENSG00000102882,ENSG00000105329,ENSG00000101665,ENSG00000232810,ENSG00000163513,ENSG00000114739,ENSG00000175634,ENSG00000147883,ENSG00000067560,ENSG00000090539,ENSG00000175189,ENSG00000100030,ENSG00000156574,ENSG00000113658,ENSG00000156466,ENSG00000121989,ENSG00000143768,ENSG00000137834,ENSG00000183682,ENSG00000125965,ENSG00000125378,ENSG00000104899,ENSG00000108854,ENSG00000143869,ENSG00000198176,ENSG00000198742,ENSG00000005339,ENSG00000095739,ENSG00000137713,ENSG00000205250,ENSG00000011465,ENSG00000243709,ENSG00000163083,ENSG00000100393,ENSG00000092969,ENSG00000055130,ENSG00000107779,ENSG00000125968,ENSG00000164093,ENSG00000104695,ENSG00000049323,ENSG00000123612,ENSG00000175387,ENSG00000116985,ENSG00000157077,ENSG00000125845,ENSG00000039319,ENSG00000135503,ENSG00000172201,ENSG00000135409,ENSG00000134363,ENSG00000139269,ENSG00000136997,ENSG00000137801,ENSG00000133740,ENSG00000112175,ENSG00000183691,ENSG00000122641,ENSG00000101144,ENSG00000067900,ENSG00000166949,ENSG00000204217,ENSG00000119699
Arginine and proline metabolism - Homo sapiens (human)	KEGG	ENSG00000182890,ENSG00000150656,ENSG00000159423,ENSG00000100033,ENSG00000122884,ENSG00000143811,ENSG00000131730,ENSG00000002549,ENSG00000115758,ENSG00000149380,ENSG00000130707,ENSG00000125166,ENSG00000126522,ENSG00000135821,ENSG00000142920,ENSG00000102172,ENSG00000189221,ENSG00000250799,ENSG00000237289,ENSG00000111275,ENSG00000002726,ENSG00000104524,ENSG00000141504,ENSG00000164867,ENSG00000110887,ENSG00000069535,ENSG00000164904,ENSG00000120053,ENSG00000172508,ENSG00000243989,ENSG00000171766,ENSG00000183010,ENSG00000161653,ENSG00000072210,ENSG00000133313,ENSG00000115419,ENSG00000065154,ENSG00000130005,ENSG00000130066,ENSG00000148672,ENSG00000104879,ENSG00000021826,ENSG00000116771,ENSG00000223572,ENSG00000007171,ENSG00000059573,ENSG00000135423,ENSG00000118520,ENSG00000089250,ENSG00000116649,ENSG00000166165,ENSG00000081181,ENSG00000072682,ENSG00000143149,ENSG00000036473,ENSG00000137124,ENSG00000123505
Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	KEGG	ENSG00000132423,ENSG00000119723,ENSG00000181019,ENSG00000167397,ENSG00000173085,ENSG00000198650,ENSG00000158104,ENSG00000115486,ENSG00000167186,ENSG00000110871
Pertussis - Homo sapiens (human)	KEGG	ENSG00000125347,ENSG00000159189,ENSG00000159403,ENSG00000244731,ENSG00000243414,ENSG00000178372,ENSG00000106804,ENSG00000164305,ENSG00000143933,ENSG00000175104,ENSG00000109339,ENSG00000185303,ENSG00000136869,ENSG00000102882,ENSG00000172936,ENSG00000136634,ENSG00000232810,ENSG00000162711,ENSG00000177606,ENSG00000168811,ENSG00000166278,ENSG00000169885,ENSG00000169429,ENSG00000100030,ENSG00000185386,ENSG00000150455,ENSG00000178363,ENSG00000124875,ENSG00000173039,ENSG00000198001,ENSG00000170345,ENSG00000137752,ENSG00000112062,ENSG00000109320,ENSG00000198668,ENSG00000149131,ENSG00000113302,ENSG00000127955,ENSG00000160014,ENSG00000170458,ENSG00000067560,ENSG00000123843,ENSG00000122852,ENSG00000188130,ENSG00000165806,ENSG00000115008,ENSG00000224389,ENSG00000160255,ENSG00000163735,ENSG00000161638,ENSG00000107643,ENSG00000165410,ENSG00000126456,ENSG00000140968,ENSG00000125730,ENSG00000125538,ENSG00000114353,ENSG00000136244,ENSG00000182326,ENSG00000103490,ENSG00000065135,ENSG00000007171,ENSG00000169896,ENSG00000173369,ENSG00000127666,ENSG00000184216,ENSG00000154589,ENSG00000110944,ENSG00000173372,ENSG00000150093,ENSG00000156711,ENSG00000123838,ENSG00000050748,ENSG00000106100,ENSG00000172757
Salmonella infection - Homo sapiens (human)	KEGG	ENSG00000006075,ENSG00000196924,ENSG00000185386,ENSG00000163466,ENSG00000136238,ENSG00000104067,ENSG00000015285,ENSG00000111537,ENSG00000136068,ENSG00000126214,ENSG00000123143,ENSG00000070831,ENSG00000158195,ENSG00000163734,ENSG00000109339,ENSG00000136869,ENSG00000102882,ENSG00000163739,ENSG00000172936,ENSG00000241685,ENSG00000177606,ENSG00000144635,ENSG00000135720,ENSG00000169429,ENSG00000100030,ENSG00000158560,ENSG00000128591,ENSG00000027697,ENSG00000130429,ENSG00000173039,ENSG00000167705,ENSG00000112290,ENSG00000170345,ENSG00000075785,ENSG00000070087,ENSG00000091106,ENSG00000104892,ENSG00000081041,ENSG00000106299,ENSG00000170458,ENSG00000137171,ENSG00000133026,ENSG00000159128,ENSG00000188130,ENSG00000115008,ENSG00000164400,ENSG00000197102,ENSG00000107643,ENSG00000105357,ENSG00000136950,ENSG00000067900,ENSG00000103490,ENSG00000129988,ENSG00000134318,ENSG00000137752,ENSG00000125538,ENSG00000241553,ENSG00000108518,ENSG00000112062,ENSG00000109320,ENSG00000176732,ENSG00000007171,ENSG00000177105,ENSG00000065243,ENSG00000100345,ENSG00000160447,ENSG00000111229,ENSG00000136244,ENSG00000077380,ENSG00000174996,ENSG00000187554,ENSG00000184009,ENSG00000196570,ENSG00000116786,ENSG00000129277,ENSG00000150782,ENSG00000162704,ENSG00000197262,ENSG00000205021,ENSG00000205020,ENSG00000187240,ENSG00000156711,ENSG00000050748,ENSG00000075624
Pyrimidine metabolism - Homo sapiens (human)	KEGG	ENSG00000243678,ENSG00000148229,ENSG00000163882,ENSG00000181222,ENSG00000168032,ENSG00000105258,ENSG00000099817,ENSG00000011052,ENSG00000114491,ENSG00000103024,ENSG00000047315,ENSG00000076685,ENSG00000121851,ENSG00000197763,ENSG00000177084,ENSG00000100413,ENSG00000125630,ENSG00000147853,ENSG00000167900,ENSG00000102978,ENSG00000122643,ENSG00000188641,ENSG00000146143,ENSG00000177700,ENSG00000141698,ENSG00000005075,ENSG00000048392,ENSG00000014138,ENSG00000186184,ENSG00000198431,ENSG00000172113,ENSG00000007001,ENSG00000100142,ENSG00000176890,ENSG00000102967,ENSG00000143179,ENSG00000106628,ENSG00000130717,ENSG00000197217,ENSG00000197586,ENSG00000147669,ENSG00000047230,ENSG00000100479,ENSG00000171302,ENSG00000185013,ENSG00000188833,ENSG00000267645,ENSG00000058600,ENSG00000062822,ENSG00000103202,ENSG00000094841,ENSG00000115350,ENSG00000068654,ENSG00000167325,ENSG00000184470,ENSG00000239672,ENSG00000013503,ENSG00000134326,ENSG00000125877,ENSG00000143156,ENSG00000138185,ENSG00000105849,ENSG00000125458,ENSG00000144231,ENSG00000137054,ENSG00000132664,ENSG00000084774,ENSG00000171793,ENSG00000168393,ENSG00000168002,ENSG00000198056,ENSG00000168255,ENSG00000164978,ENSG00000171848,ENSG00000183696,ENSG00000166548,ENSG00000161980,ENSG00000198276,ENSG00000101868,ENSG00000162368,ENSG00000129187,ENSG00000112981,ENSG00000113356,ENSG00000187097,ENSG00000198805,ENSG00000168495,ENSG00000171453,ENSG00000186141,ENSG00000147647,ENSG00000156136,ENSG00000128951,ENSG00000175482,ENSG00000066379,ENSG00000158825,ENSG00000025708,ENSG00000138035,ENSG00000116981,ENSG00000250741,ENSG00000179958,ENSG00000077514,ENSG00000205309,ENSG00000100024,ENSG00000148606,ENSG00000135318
Glycolysis / Gluconeogenesis - Homo sapiens (human)	KEGG	ENSG00000105679,ENSG00000187758,ENSG00000197894,ENSG00000159399,ENSG00000166796,ENSG00000109107,ENSG00000111640,ENSG00000172955,ENSG00000141959,ENSG00000152254,ENSG00000124253,ENSG00000111669,ENSG00000067225,ENSG00000171314,ENSG00000143891,ENSG00000160883,ENSG00000072210,ENSG00000156510,ENSG00000137124,ENSG00000171989,ENSG00000130957,ENSG00000132746,ENSG00000079739,ENSG00000156515,ENSG00000102144,ENSG00000172331,ENSG00000170950,ENSG00000150768,ENSG00000141349,ENSG00000159322,ENSG00000100889,ENSG00000196616,ENSG00000248144,ENSG00000108602,ENSG00000143627,ENSG00000091140,ENSG00000131482,ENSG00000154930,ENSG00000067057,ENSG00000111716,ENSG00000108515,ENSG00000131828,ENSG00000006534,ENSG00000074800,ENSG00000111275,ENSG00000198099,ENSG00000164904,ENSG00000152556,ENSG00000168291,ENSG00000196344,ENSG00000131069,ENSG00000136872,ENSG00000134333,ENSG00000165140,ENSG00000149925,ENSG00000184254,ENSG00000166800,ENSG00000164708,ENSG00000169299,ENSG00000117448,ENSG00000106633,ENSG00000143149,ENSG00000226784,ENSG00000163114,ENSG00000105220
Fructose and mannose metabolism - Homo sapiens (human)	KEGG	ENSG00000114268,ENSG00000158571,ENSG00000159399,ENSG00000087053,ENSG00000109107,ENSG00000141959,ENSG00000111669,ENSG00000170525,ENSG00000003987,ENSG00000160883,ENSG00000139505,ENSG00000144591,ENSG00000156510,ENSG00000085662,ENSG00000156515,ENSG00000063601,ENSG00000130957,ENSG00000104522,ENSG00000198074,ENSG00000112699,ENSG00000067057,ENSG00000138030,ENSG00000100417,ENSG00000173540,ENSG00000140263,ENSG00000152556,ENSG00000178802,ENSG00000078237,ENSG00000136872,ENSG00000140650,ENSG00000165140,ENSG00000149925,ENSG00000123836,ENSG00000254685,ENSG00000054148,ENSG00000157353
Renal cell carcinoma - Homo sapiens (human)	KEGG	ENSG00000134954,ENSG00000100387,ENSG00000103363,ENSG00000149269,ENSG00000126934,ENSG00000108094,ENSG00000154803,ENSG00000169032,ENSG00000117461,ENSG00000130669,ENSG00000269858,ENSG00000134086,ENSG00000102882,ENSG00000105329,ENSG00000180370,ENSG00000127314,ENSG00000177606,ENSG00000107263,ENSG00000019991,ENSG00000100030,ENSG00000142208,ENSG00000112715,ENSG00000174775,ENSG00000078061,ENSG00000051382,ENSG00000100311,ENSG00000171608,ENSG00000105221,ENSG00000163235,ENSG00000179295,ENSG00000100644,ENSG00000100485,ENSG00000141506,ENSG00000005339,ENSG00000105647,ENSG00000115904,ENSG00000091483,ENSG00000100393,ENSG00000092969,ENSG00000121879,ENSG00000172379,ENSG00000116473,ENSG00000070831,ENSG00000143437,ENSG00000117020,ENSG00000116016,ENSG00000109458,ENSG00000145675,ENSG00000105851,ENSG00000101349,ENSG00000213281,ENSG00000132155,ENSG00000105976,ENSG00000137843,ENSG00000133703,ENSG00000157764,ENSG00000129521,ENSG00000099942,ENSG00000177885,ENSG00000136238,ENSG00000117394,ENSG00000135766,ENSG00000154582,ENSG00000077264,ENSG00000167193,ENSG00000119699
